pid,artist_name,track_name
441,Vance Joy,Georgia
441,Gregory Alan Isakov,Amsterdam
441,Gregory Alan Isakov,The Stable Song
441,The Paper Kites,Bloom - Bonus Track
441,James Bay,Let It Go
441,Mumford & Sons,Tompkins Square Park
441,Tracy Chapman,Fast Car
441,Kings of Leon,Closer
441,Kings of Leon,Wait for Me
441,Ms. Lauryn Hill,Ex-Factor
441,Of Monsters and Men,Love Love Love
441,Bon Iver,Flume
441,José González,Stay Alive
441,Beck,Morning
441,Norah Jones,Sunrise
441,Labrinth,Jealous
441,Sleeping At Last,Turning Page
441,Lord Huron,Ends of the Earth
441,Paolo Nutini,Iron Sky
441,Paolo Nutini,Last Request
441,Mikky Ekko,Pull Me Down
441,M83,Wait
441,Cage The Elephant,Cigarette Daydreams
441,Jack Johnson,Better Together
441,Alessia Cara,Here
441,Leon Bridges,River
441,Bob Marley & The Wailers,Redemption Song
441,Bob Marley & The Wailers,Three Little Birds
441,Arctic Monkeys,I Wanna Be Yours
441,Bob Marley & The Wailers,Is This Love
441,José González,Crosses
441,Glass Animals,Gooey
441,Patrick Watson,Love Songs For Robots
442,2 Chainz,No Lie
442,Dr. Dre,The Next Episode
442,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself)
442,The Lumineers,Ho Hey
442,Imagine Dragons,Radioactive
442,Imagine Dragons,Demons
442,Frank Ocean,Novacane
442,T.I.,Whatever You Like
442,Eminem,Not Afraid
442,Eminem,Love The Way You Lie
442,Eminem,Mockingbird
442,Miguel,Sure Thing
442,Miguel,Adorn
442,Fat Joe,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix"
442,Nelly,Hot In Herre
442,Nelly,Dilemma
442,Nelly,Ride Wit Me
442,DJ Khaled,I'm On One
442,The Goo Goo Dolls,Iris
442,Chief Keef,Love Sosa
442,Bruno Mars,When I Was Your Man
442,Ne-Yo,Miss Independent
442,Jamie Foxx,Blame It
442,Ludacris,How Low
442,Ludacris,My Chick Bad
442,Flo Rida,Whistle
442,Prince,When Doves Cry
442,Prince,Purple Rain
442,Chris Brown,With You
442,Sean Kingston,Beautiful Girls
442,Sean Kingston,Fire Burning
442,Frank Ocean,Thinkin Bout You
442,Lil Wayne,Love Me
442,Taio Cruz,Break Your Heart
442,Imagine Dragons,Demons
442,Dr. Dre,The Next Episode
442,DJ Drama,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)"
442,Eminem,Sing For The Moment
442,Trey Songz,Love Faces
442,T-Pain,Best Love Song
443,Moby,Porcelain
443,Gorillaz,On Melancholy Hill
443,Arcade Fire,Wake Up
443,Arcade Fire,Rebellion (Lies)
443,Flume,Holdin On
443,Aphex Twin,Avril 14th
443,Grimes,Genesis
443,Sam Smith,I'm Not The Only One
443,Vance Joy,Riptide
444,Childish Gambino,Bonfire
444,J. Cole,No Role Modelz
444,Childish Gambino,Heartbeat
444,Childish Gambino,Sober
445,Counting Crows,Mr. Jones
445,The Goo Goo Dolls,Slide
445,Lifehouse,Hanging By A Moment
445,Dave Matthews Band,Crash into Me
445,R.E.M.,Shiny Happy People
445,The Goo Goo Dolls,Name
445,R.E.M.,Nightswimming
445,The Goo Goo Dolls,Iris
445,Lifehouse,Hanging By A Moment
445,Train,Meet Virginia
446,Aretha Franklin,Respect
446,ABBA,Dancing Queen
446,Gloria Gaynor,I Will Survive
446,Dolly Parton,Jolene
446,Bill Withers,Lean on Me
446,The Jackson 5,I Want You Back
446,Queen,Bohemian Rhapsody - Remastered 2011
446,AC/DC,Highway to Hell
446,Lynyrd Skynyrd,Sweet Home Alabama
446,Journey,Don't Stop Believin'
446,Survivor,Eye of the Tiger
446,Simple Minds,Don't You (Forget About Me)
446,Rick Astley,Never Gonna Give You Up
446,Creedence Clearwater Revival,Up Around The Bend
446,Neil Diamond,Sweet Caroline
446,The Jackson 5,ABC
446,U2,I Still Haven't Found What I'm Looking For
446,Jack Johnson,Upside Down
446,Bon Iver,Skinny Love
446,Bryan Adams,Summer Of '69
446,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll)
447,Sergei Rachmaninoff,"10 Preludes, Op. 23: No. 5 in G Minor: Alla marcia"
448,A$AP Ferg,Plain Jane
448,XXXTENTACION,Revenge
448,XXXTENTACION,Fuck Love (feat. Trippie Redd)
448,Childish Gambino,Redbone
448,Imagine Dragons,Thunder
448,A$AP Rocky,L$D
449,Meek Mill,R.I.C.O. (feat. Drake)
450,Tove Lo,Talking Body
450,Daya,"Sit Still, Look Pretty"
450,Daya,Hide Away
450,Nick Jonas,Close
450,Sia,Cheap Thrills
450,The Vamps,Somebody To You
450,The All-American Rejects,Gives You Hell
450,Avril Lavigne,Sk8er Boi
450,Avril Lavigne,Here's to Never Growing Up
450,Avril Lavigne,What the Hell
450,Fifth Harmony,Worth It
450,P!nk,So What
450,Lady Gaga,Just Dance
450,Rihanna,Only Girl (In The World)
450,Lady Gaga,Poker Face
450,Katy Perry,Last Friday Night (T.G.I.F.)
450,Sia,Chandelier
450,Selena Gomez & The Scene,Who Says
450,Avril Lavigne,Complicated
450,Jessie J,Price Tag
450,The Pussycat Dolls,When I Grow Up
450,Soulja Boy,Kiss Me Thru The Phone
450,Lady Gaga,Bad Romance
450,Miley Cyrus,Party In The U.S.A.
450,P!nk,Raise Your Glass
450,Selena Gomez & The Scene,Tell Me Something I Don't Know
450,Rihanna,Don't Stop The Music
450,Kid Cudi,Day 'N' Nite (nightmare)
450,Big Sean,I Don't Fuck With You
452,Zara Larsson,Lush Life
452,Rihanna,Needed Me
452,Sia,Cheap Thrills
452,The Chainsmokers,Don't Let Me Down
452,Justin Bieber,Love Yourself
452,Mike Posner,I Took A Pill In Ibiza - Seeb Remix
452,Martin Garrix,In the Name of Love
452,The Weeknd,Starboy
452,G-Eazy,"Me, Myself & I"
452,Galantis,No Money
452,Alan Walker,Faded
452,AJR,Weak
452,Drake,One Dance
452,Yo Gotti,Down In the DM
452,Justin Bieber,Sorry
452,Ed Sheeran,Shape of You
452,Julia Michaels,Issues
452,Zedd,Beautiful Now
452,Far East Movement,Like A G6
452,YG,My Nigga
452,Shaggy,It Wasn't Me
452,Nicki Minaj,Super Bass
452,Rihanna,Pon de Replay
452,MGMT,Kids
453,Matchbox Twenty,If You're Gone
453,Paloma Faith,Only Love Can Hurt Like This
453,Sara Bareilles,Brave
453,Adele,Make You Feel My Love
453,Nickelback,Far Away
453,Passenger,Let Her Go
453,Alicia Keys,No One
453,Miley Cyrus,Wrecking Ball
453,James Blunt,Bonfire Heart
453,Savage Garden,I Knew I Loved You
453,REO Speedwagon,Can't Fight This Feeling
453,Air Supply,All Out of Love
453,Air Supply,Here I Am (Just When I Thought I Was Over You)
453,Air Supply,Making Love Out of Nothing at All
453,Selena Gomez & The Scene,A Year Without Rain
453,Iggy Pop,Candy
453,Jack Johnson,Better Together
453,Daughtry,What About Now
453,Ashanti,Foolish
453,Adele,Rolling in the Deep
453,No Doubt,Don't Speak
453,Adele,Someone Like You
453,Kelly Clarkson,Since U Been Gone
453,Journey,Separate Ways (Worlds Apart)
453,Daughtry,Over You
453,Katy Perry,The One That Got Away
453,The Vamps,Somebody To You
453,James Newton Howard,The Hanging Tree
453,MIKA,Happy Ending
453,Sara Bareilles,Gravity
453,Vance Joy,Riptide
453,Demi Lovato,Sorry Not Sorry
453,Dua Lipa,IDGAF
453,Dua Lipa,New Rules
453,Kesha,Praying
454,Kanye West,Gold Digger
454,French Montana,Unforgettable
454,Lil Uzi Vert,Erase Your Social
454,Lil Uzi Vert,Money Longer
454,J. Cole,No Role Modelz
454,Bastille,Pompeii
454,Bastille,Good Grief
454,Bastille,Of The Night
454,Bastille,Things We Lost In The Fire
454,Bastille,Icarus
454,Travis Scott,goosebumps
454,Playboi Carti,Magnolia
454,Eminem,Love The Way You Lie
454,Eminem,Without Me
454,Eminem,Not Afraid
454,Eminem,Stan
454,Eminem,Sing For The Moment
454,Eminem,Without Me
454,Eminem,The Real Slim Shady
454,Eminem,Mockingbird
454,Lil Wayne,6 Foot 7 Foot
454,Lil Wayne,A Milli
454,Lil Wayne,Right Above It
454,Dr. Dre,Still D.R.E.
454,Dr. Dre,The Next Episode
454,Dr. Dre,Forgot About Dre
454,Dr. Dre,I Need A Doctor
454,Kanye West,Stronger
454,Kanye West,Father Stretch My Hands Pt. 1
454,Chief Keef,Faneto
454,XXXTENTACION,Look At Me!
454,XXXTENTACION,Revenge
454,Ski Mask The Slump God,Take A Step Back
454,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black)
454,A Boogie Wit da Hoodie,My Shit
454,Migos,Slippery (feat. Gucci Mane)
454,Migos,Bad and Boujee (feat. Lil Uzi Vert)
454,Rae Sremmurd,Swang
454,Rae Sremmurd,Come Get Her
454,Rae Sremmurd,This Could Be Us
454,blackbear,do re mi
454,Marshmello,Silence
454,XXXTENTACION,Jocelyn Flores
454,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder)
454,XXXTENTACION,Everybody Dies In Their Nightmares
454,XXXTENTACION,Fuck Love (feat. Trippie Redd)
454,Ski Mask The Slump God,Catch Me Outside
454,Post Malone,I Fall Apart
454,A$AP Ferg,Plain Jane
455,Flo Rida,My House
455,Disclosure,You & Me - Flume Remix
455,Alesso,Heroes (we could be)
455,G-Eazy,"Me, Myself & I"
455,Daya,Hide Away
455,Alessia Cara,Here
455,Mike Posner,I Took A Pill In Ibiza - Seeb Remix
455,Taio Cruz,Dynamite
455,Kygo,Stole the Show
455,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix
455,B.o.B,So Good
455,Two Feet,Had Some Drinks
456,Thomas Rhett,Die A Happy Man
456,Sam Hunt,Make You Miss Me
456,Chris Young,Think of You
456,Tim McGraw,Humble And Kind
456,Sam Hunt,Break Up In A Small Town
456,Luke Combs,Hurricane
456,Jon Pardi,Head Over Boots
456,Dan + Shay,From the Ground Up
456,Rascal Flatts,I Like The Sound Of That
456,Florida Georgia Line,H.O.L.Y.
456,Dierks Bentley,Somewhere On A Beach
456,Cody Johnson,Dance Her Home
456,Cody Johnson,Me and My Kind
456,Cody Johnson,Diamond In My Pocket
456,Brooks & Dunn,Red Dirt Road
456,George Strait,Check Yes Or No
456,George Strait,Troubadour
456,George Strait,Amarillo By Morning
456,George Strait,Write This Down
456,Kenny Chesney,American Kids
456,Billy Currington,Good Directions
456,Zac Brown Band,Knee Deep (feat. Jimmy Buffett)
456,Zac Brown Band,Chicken Fried
456,Tim McGraw,Something Like That
456,"Hank Williams, Jr.",If Heaven Ain't A Lot Like Dixie
456,Kelsea Ballerini,Peter Pan
456,Billy Currington,It Don't Hurt Like It Used To
456,Brett Young,Sleep Without You
456,Brett Eldredge,Wanna Be That Song
456,Alabama,Dixieland Delight
456,Alabama,Song of the South
456,Cody Johnson,With You I Am
456,Cody Johnson,Wild as You
456,Chris Stapleton,Parachute
456,Jon Pardi,Dirt On My Boots
456,Florida Georgia Line,May We All
456,Josh Turner,Hometown Girl
456,Jordan Davis,Singles You Up
456,Luke Combs,She Got the Best of Me
456,Luke Combs,When It Rains It Pours
456,Josh Turner,Would You Go With Me
456,Josh Turner,Why Don't We Just Dance
456,Brett Young,Like I Loved You
457,Nelly,The Fix (feat. Jeremih)
457,Nick Jonas,Levels
457,Yelawolf,American You
457,Carly Rae Jepsen,Run Away With Me
457,The Chainsmokers,Roses
457,Daya,Hide Away
457,Justin Bieber,What Do You Mean?
457,Brett Eldredge,Wanna Be That Song
458,Kendrick Lamar,Money Trees
458,James Blake,Retrograde
458,J. Cole,Wet Dreamz
458,Counting Crows,Mr. Jones
458,The Game,Hate It Or Love It
458,Frank Ocean,Novacane
458,Zara Larsson,Lush Life
458,Chris Stapleton,Tennessee Whiskey
458,Drake,One Dance
458,Mike Posner,I Took A Pill In Ibiza - Seeb Remix
458,The Lumineers,Ophelia
458,Tame Impala,The Less I Know The Better
458,Bastille,Good Grief
458,The Weeknd,Starboy
458,Kanye West,Father Stretch My Hands Pt. 1
458,Childish Gambino,Me and Your Mama
458,Frank Ocean,Pink + White
458,Frank Ocean,Ivy
459,The Weeknd,The Hills
459,Tove Lo,Talking Body
459,Lykke Li,Little Bit
459,Sting,Shape Of My Heart
459,Nick Jonas,Close
459,DJ Snake,You Know You Like It
459,ZAYN,PILLOWTALK
459,Kelly Rowland,Motivation
460,The Pussycat Dolls,Stickwitu
460,Beyoncé,Halo
460,Coldplay,Fix You
460,Oasis,Wonderwall - Remastered
460,Hozier,Like Real People Do
460,Avril Lavigne,I'm with You
460,Ne-Yo,So Sick
460,Adele,Make You Feel My Love
460,Elvis Presley,Can't Help Falling in Love
460,Fergie,Big Girls Don't Cry (Personal)
460,Maroon 5,She Will Be Loved - Radio Mix
460,OneRepublic,Apologize
460,Lana Del Rey,Young And Beautiful
460,The Pussycat Dolls,I Hate This Part
460,Snow Patrol,Chasing Cars
460,Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007"
460,Ariana Grande,One Last Time
460,Katy Perry,Unconditionally
460,Bastille,Oblivion
460,Enrique Iglesias,Hero
460,The Cinematic Orchestra,To Build A Home
460,The Goo Goo Dolls,Iris
460,Jason Mraz,I Won't Give Up
460,Lupe Fiasco,Superstar (feat. Matthew Santos)
460,Sam Smith,I'm Not The Only One
460,Adele,Set Fire to the Rain
460,John Mayer,XO
460,Keane,Somewhere Only We Know
460,Noah Cyrus,Make Me (Cry)
460,Ed Sheeran,Perfect
461,Soulja Boy,Crank That (Soulja Boy)
462,Kendrick Lamar,HUMBLE.
462,Future,Mask Off
462,Joey Bada$$,DEVASTATED
462,Rae Sremmurd,Black Beatles
462,Big Sean,Bounce Back
462,A$AP Rocky,L$D
462,blackbear,do re mi
462,Khalid,Young Dumb & Broke
463,Frank Sinatra,My Way
463,Marvin Gaye,Ain't No Mountain High Enough
464,Noah Cyrus,Make Me (Cry)
464,The Vamps,All Night
464,Alok,Hear Me Now
464,Ed Sheeran,Shape of You
464,The Chainsmokers,Paris
465,The Clash,I Fought the Law
465,The Clash,London Calling - Remastered
465,The Clash,Should I Stay or Should I Go - Remastered
466,Hans Zimmer,Mountains
466,Alexandre Desplat,The Imitation Game
466,Sting,Shape Of My Heart
466,Gloria Estefan,Mi Tierra
466,Lionel Richie,Hello
468,Disclosure,You & Me - Flume Remix
468,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix Radio Edit
468,The Chainsmokers,Roses
468,Flume,Holdin On
468,Florence + The Machine,Dog Days Are Over
468,Glass Animals,Gooey
468,ODESZA,How Did I Get Here
468,Disclosure,Latch
468,KAYTRANADA,YOU'RE THE ONE
469,Foster The People,Sit Next to Me
469,Foster The People,Lotus Eater
469,Thirty Seconds To Mars,Walk On Water
470,Nat King Cole,The Christmas Song (Merry Christmas To You)
470,Mariah Carey,All I Want for Christmas Is You
470,Vince Guaraldi Trio,Linus And Lucy
470,Bing Crosby,White Christmas
470,Elvis Presley,Blue Christmas
470,Stevie Wonder,Someday At Christmas
470,Stevie Wonder,What Christmas Means To Me
470,Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane)
470,Perry Como,(There's No Place Like) Home for the Holidays - 1959 Version
470,Burl Ives,Rudolph The Red-Nosed Reindeer
470,Ella Fitzgerald,Have Yourself A Merry Little Christmas
470,Wham!,Last Christmas
470,Vince Guaraldi Trio,O Tannenbaum
470,Vince Guaraldi Trio,"Hark, The Herald Angels Sing"
470,The Jackson 5,Santa Claus Is Coming To Town
471,PARTYNEXTDOOR,Come and See Me (feat. Drake)
471,Russ,What They Want
471,Leon Bridges,Better Man
471,Jeremih,oui
471,Kanye West,Father Stretch My Hands Pt. 1
471,The Chainsmokers,Don't Let Me Down
471,Birdy,Keeping Your Head Up
471,J. Cole,No Role Modelz
471,Jonas Blue,Fast Car
471,Twenty One Pilots,Stressed Out
471,Disclosure,Magnets
471,Kid Cudi,Erase Me - Main
471,Justin Bieber,Love Yourself
471,The Chainsmokers,Roses
471,alt-J,Something Good
471,alt-J,Breezeblocks
471,Chris Stapleton,Tennessee Whiskey
471,Justin Bieber,Sorry
471,alt-J,Fitzpleasure
471,Jess Glynne,Hold My Hand
471,Fetty Wap,679 (feat. Remy Boyz)
471,Justin Bieber,What Do You Mean?
471,Shaggy,It Wasn't Me
471,Rae Sremmurd,Throw Sum Mo
471,Milky Chance,Stolen Dance
471,Rae Sremmurd,No Type
471,Drake,One Dance
471,The Chainsmokers,Closer
471,Frank Ocean,Ivy
471,Post Malone,I Fall Apart
471,Lil Uzi Vert,Erase Your Social
471,The Chainsmokers,Paris
471,Post Malone,Congratulations
471,Kid Cudi,Just What I Am
471,Kendrick Lamar,LOVE. FEAT. ZACARI.
471,Khalid,Location
471,Khalid,8TEEN
471,Chief Keef,Love Sosa
472,Incubus,Wish You Were Here
472,Sublime,Badfish
472,Sublime,Smoke Two Joints
472,Bob Marley & The Wailers,Three Little Birds
472,Bob Marley & The Wailers,Could You Be Loved
472,Bob Marley & The Wailers,Redemption Song
472,Bob Marley & The Wailers,Is This Love
472,Incubus,Dig
472,Sublime,What I Got
472,Incubus,Are You In?
473,The Weeknd,Die For You
473,Russ,Losin Control
473,PARTYNEXTDOOR,Come and See Me (feat. Drake)
473,Kendrick Lamar,LOVE. FEAT. ZACARI.
473,Future,Mask Off
473,Frank Ocean,Nights
473,Frank Ocean,Chanel
475,Sleeping At Last,Chasing Cars
475,LANY,ILYSB - STRIPPED
475,Sleeping At Last,Turning Page
475,Angus & Julia Stone,Big Jet Plane
475,James Bay,Let It Go
475,M83,Wait
475,The Cinematic Orchestra,To Build A Home
475,Tom Odell,Heal
475,Bastille,Oblivion
475,Bon Iver,Wash.
475,Jaymes Young,Moondust
475,Kings of Leon,Wait for Me
475,Kodaline,All I Want
475,Paramore,The Only Exception
475,Kodaline,High Hopes
475,Vance Joy,Fire and the Flood
475,Kodaline,The One
475,M83,My Tears Are Becoming A Sea
475,Bon Iver,Blood Bank
475,One Direction,Perfect
475,Sleeping At Last,Already Gone
475,Dean Lewis,Waves
475,Cage The Elephant,Cigarette Daydreams
475,Ruth B.,Dandelions
475,Lewis Capaldi,Bruises
475,Sara Bareilles,Gravity
475,Macklemore & Ryan Lewis,Growing Up (feat. Ed Sheeran)
475,Daniel Caesar,Loose
475,Sam Smith,Too Good At Goodbyes
476,Birdy,Skinny Love
476,Hozier,Like Real People Do
476,Niall Horan,This Town
476,Rihanna,Love On The Brain
476,Melanie Martinez,Training Wheels
476,Labrinth,Jealous
476,Tom Odell,Another Love
476,Kings of Leon,Sex on Fire
476,Little Mix,Love Me Like You
476,Hozier,Cherry Wine - Live
476,Slipknot,Snuff
476,Maroon 5,Sugar
476,Tove Lo,Talking Body
476,Nick Jonas,Close
476,The Neighbourhood,Daddy Issues
476,ZAYN,PILLOWTALK
476,The 1975,Robbers
476,All Time Low,Remembering Sunday
476,Bring Me The Horizon,Follow You
476,Counting Crows,Colorblind
476,Mazzy Star,Fade Into You
476,Paramore,The Only Exception
476,The 1975,Somebody Else
476,James Arthur,Say You Won't Let Go
476,Coldplay,Sparks
476,Snow Patrol,Chasing Cars
476,The Paper Kites,Bloom - Bonus Track
476,Paramore,All I Wanted
476,Julia Michaels,Issues
476,Lady Gaga,Million Reasons
476,Keane,Somewhere Only We Know
476,Tom Odell,Heal
478,Khalid,Young Dumb & Broke
478,Niall Horan,Slow Hands
478,The Vamps,All Night
478,Shawn Mendes,There's Nothing Holdin' Me Back
478,Hailee Steinfeld,Most Girls
478,The Vamps,Middle Of The Night
478,Robin Schulz,Sugar (feat. Francesco Yates)
478,Fetty Wap,679 (feat. Remy Boyz)
478,MØ,Final Song
478,DJ Snake,You Know You Like It
478,Post Malone,Congratulations
478,Zara Larsson,Never Forget You
478,The Chainsmokers,Don't Let Me Down
478,Fifth Harmony,That's My Girl
478,Kendrick Lamar,HUMBLE.
478,Shania Twain,Man! I Feel Like A Woman!
478,Shania Twain,"Honey, I'm Home"
479,Blake Shelton,Boys 'Round Here (feat. Pistol Annies & Friends)
479,Blake Shelton,Honey Bee
479,Miranda Lambert,Mama's Broken Heart
479,Florida Georgia Line,Cruise
479,Little Big Town,Pontoon
479,Josh Turner,Your Man
479,Eric Church,Springsteen
479,Lee Brice,Hard To Love
479,Brantley Gilbert,You Don't Know Her Like I Do
479,Luke Bryan,That's My Kind Of Night
479,Toby Keith,Red Solo Cup
479,Florida Georgia Line,Round Here
479,Sam Hunt,Take Your Time
479,Sheryl Crow,If It Makes You Happy
479,Sheryl Crow,All I Wanna Do
479,Tim McGraw,Live Like You Were Dying
479,Little Big Town,Girl Crush
479,Thomas Rhett,Die A Happy Man
479,Kelsea Ballerini,Peter Pan
480,Skrillex,Bangarang (feat. Sirah)
480,Coldplay,Viva La Vida
480,Andy Grammer,"Honey, I'm Good."
480,Andy Grammer,Keep Your Head Up
480,The Script,Superheroes
480,The Script,Breakeven
480,OneRepublic,Counting Stars
480,OneRepublic,Secrets
480,OneRepublic,Apologize
480,The Fray,How to Save a Life
480,The Fray,You Found Me
480,The Fray,Never Say Never
480,Maroon 5,Maps
480,Maroon 5,She Will Be Loved - Radio Mix
480,Train,"Hey, Soul Sister"
480,Train,Drive By
480,Jason Derulo,Want to Want Me
480,Pitbull,Time of Our Lives
480,Lupe Fiasco,The Show Goes On
480,T.I.,Whatever You Like
480,Michael Jackson,They Don't Care About Us
480,The Jackson 5,I Want You Back
480,The Jackson 5,ABC
480,Coldplay,Paradise
480,Shawn Mendes,Stitches
480,Fall Out Boy,Centuries
480,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up)
480,Fall Out Boy,Immortals
480,Fall Out Boy,"Sugar, We're Goin Down"
480,Ed Sheeran,Photograph
480,Maroon 5,Payphone
480,Maroon 5,One More Night
480,Coldplay,A Sky Full of Stars
480,Coldplay,Yellow
480,Imagine Dragons,Demons
480,Foster The People,Pumped Up Kicks
480,Jason Mraz,I Won't Give Up
480,B.o.B,Magic (feat. Rivers Cuomo)
480,Passenger,Let Her Go
480,Twenty One Pilots,Stressed Out
480,Justin Bieber,Love Yourself
480,Vance Joy,Riptide
481,Lukas Graham,7 Years
483,Lorde,Writer In The Dark
483,Lorde,Perfect Places
483,The Wombats,Greek Tragedy
483,Arctic Monkeys,Fluorescent Adolescent
483,Arctic Monkeys,505
483,Arctic Monkeys,Do I Wanna Know?
483,Arctic Monkeys,R U Mine?
483,Arctic Monkeys,Arabella
483,Arctic Monkeys,Snap Out Of It
483,Arctic Monkeys,Why'd You Only Call Me When You're High?
483,Arctic Monkeys,I Wanna Be Yours
483,Post Malone,Congratulations
483,Rihanna,Needed Me
483,Childish Gambino,Heartbeat
483,Childish Gambino,Me and Your Mama
483,Childish Gambino,Redbone
483,Frank Ocean,Thinkin Bout You
483,Frank Ocean,Ivy
483,Kendrick Lamar,Alright
483,Lorde,Ribs
483,Neil Diamond,Sweet Caroline
483,Weezer,Beverly Hills
483,The Lumineers,Ophelia
483,The Lumineers,Stubborn Love
483,Cage The Elephant,Come a Little Closer
483,Khalid,Location
483,Khalid,8TEEN
483,Khalid,Young Dumb & Broke
483,The Neighbourhood,Cry Baby
483,The 1975,Somebody Else
483,Cage The Elephant,Trouble
483,Travis Scott,goosebumps
483,Bryson Tiller,Exchange
483,Bryson Tiller,Right My Wrongs
483,Good Charlotte,The Anthem
484,Hailee Steinfeld,Starving
484,The Chainsmokers,Closer
484,Machine Gun Kelly,Bad Things (with Camila Cabello)
484,Alicia Keys,If I Ain't Got You
484,Niall Horan,This Town
484,James Arthur,Say You Won't Let Go
484,Calvin Harris,My Way
484,Alessia Cara,Scars To Your Beautiful
484,Andy Grammer,Fresh Eyes
484,Andy Grammer,Keep Your Head Up
484,Andy Grammer,Fine By Me
485,The Goo Goo Dolls,Iris
485,Warren G,Regulate
485,Soundgarden,Black Hole Sun
485,Weezer,Buddy Holly
485,Green Day,When I Come Around
485,Mariah Carey,Fantasy
485,Sarah McLachlan,Building a Mystery
485,Oasis,Wonderwall - Remastered
485,TLC,Creep
485,No Doubt,Spiderwebs
485,Guns N' Roses,November Rain
485,Incubus,Drive
485,Mariah Carey,Always Be My Baby
485,Ozzy Osbourne,"Mama, I'm Coming Home"
485,Ozzy Osbourne,No More Tears
485,Rammstein,Du hast
485,*NSYNC,Tearin' up My Heart - Radio Edit
485,Third Eye Blind,Semi-Charmed Life
485,Lenny Kravitz,Again
486,ODESZA,How Did I Get Here
486,ODESZA,Line Of Sight (feat. WYNNE & Mansionair)
487,The Chainsmokers,Don't Let Me Down
487,Zara Larsson,Never Forget You
487,The Chainsmokers,Closer
487,Jonas Blue,Perfect Strangers
487,Hailee Steinfeld,Starving
487,Martin Garrix,In the Name of Love
487,The Weeknd,Starboy
487,G-Eazy,"Me, Myself & I"
487,Mike Posner,I Took A Pill In Ibiza - Seeb Remix
488,Ariana Grande,Santa Tell Me
488,Mariah Carey,All I Want for Christmas Is You
488,Bing Crosby,White Christmas
488,Nat King Cole,The Christmas Song (Merry Christmas To You)
488,Justin Bieber,Mistletoe
488,The Jackson 5,Santa Claus Is Coming To Town
488,José Feliciano,Feliz Navidad
488,Kelly Clarkson,Underneath the Tree
488,Wham!,Last Christmas
489,Elton John,Don't Go Breaking My Heart
489,Ed Sheeran,Shape of You
489,Bruno Mars,When I Was Your Man
489,Ruth B.,Superficial Love - Single Version
489,Ruth B.,Lost Boy
489,Julia Michaels,Issues
489,Machine Gun Kelly,Bad Things (with Camila Cabello)
489,Noah Cyrus,Make Me (Cry)
489,Passenger,Let Her Go
489,Sam Smith,Stay With Me
489,Niall Horan,This Town
489,Sam Smith,I'm Not The Only One
489,Shawn Mendes,Mercy
489,OneRepublic,Apologize
489,Fergie,Big Girls Don't Cry (Personal)
489,Imagine Dragons,Demons
489,Katy Perry,The One That Got Away
489,Alicia Keys,No One
489,Zara Larsson,Uncover
489,Sam Smith,Like I Can
489,Maroon 5,Payphone
489,Gotye,Somebody That I Used To Know
489,Ariana Grande,One Last Time
489,OneRepublic,Counting Stars
489,Maroon 5,One More Night
489,Clean Bandit,Rather Be (feat. Jess Glynne)
489,Maroon 5,Animals
489,Iggy Azalea,Fancy
489,Robin Thicke,Blurred Lines
489,Shawn Mendes,Stitches
489,Justin Bieber,Love Yourself
489,Katy Perry,Dark Horse
489,Maroon 5,Sugar
489,Charlie Puth,One Call Away
489,Katy Perry,Roar
489,Shawn Mendes,Treat You Better
489,Justin Bieber,Sorry
490,Florida Georgia Line,H.O.L.Y.
490,Sam Hunt,Body Like A Back Road
490,Chris Brown,Forever
490,Lee Brice,Love Like Crazy
490,Florida Georgia Line,May We All
491,Gym Class Heroes,Taxi Driver
491,Train,Drive By
491,OneRepublic,Good Life
491,Coldplay,Viva La Vida
491,Green Day,American Idiot
491,blink-182,First Date
491,Sean Paul,She Doesn't Mind
491,OneRepublic,Apologize
491,OneRepublic,Secrets
491,Coldplay,Paradise
491,Hollywood Undead,Bullet
491,Maroon 5,Payphone
491,Pierce The Veil,King For A Day
491,Thirty Seconds To Mars,This Is War
491,blink-182,What's My Age Again?
491,t.A.T.u.,All The Things She Said
491,Three Days Grace,Riot
491,Jimmy Eat World,Sweetness
491,Bring Me The Horizon,Drown
491,Avenged Sevenfold,A Little Piece of Heaven
491,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore
491,Melanie Martinez,Mad Hatter
491,2 Chainz,We Own It (Fast & Furious)
491,Billy Joel,Piano Man
491,Three Days Grace,Never Too Late
491,Three Days Grace,Animal I Have Become
491,Carrie Underwood,Church Bells
491,Twenty One Pilots,Heathens
491,Rae Sremmurd,Black Beatles
491,Muse,Starlight
491,Mindless Self Indulgence,Never Wanted To Dance
491,Twenty One Pilots,Stressed Out
491,The Chainsmokers,Something Just Like This
492,Eminem,Love The Way You Lie
